Frame,Time (ms),X,Y
8,33.333333333333336,621.8867797851562,182.46934509277344
8,33.333333333333336,585.5,400.0
8,33.333333333333336,608.5,132.0
8,33.333333333333336,628.5,84.5
8,33.333333333333336,662.5,78.0
8,33.333333333333336,587.0,75.5
9,37.5,555.5,685.5
9,37.5,501.9018249511719,570.8171997070312
9,37.5,503.532958984375,489.445068359375
9,37.5,462.5,364.79412841796875
9,37.5,596.314208984375,485.83551025390625
9,37.5,654.5816040039062,270.7449035644531
9,37.5,569.5,241.5
9,37.5,548.0,153.0
9,37.5,606.0,145.0
9,37.5,662.5,142.5
9,37.5,659.5,55.0
9,37.5,613.0,63.5
9,37.5,559.0,4.0
10,41.666666666666664,501.7374267578125,592.2188720703125
10,41.666666666666664,501.7879638671875,509.7436828613281
10,41.666666666666664,460.0,391.5
10,41.666666666666664,466.0,369.5
10,41.666666666666664,635.5,468.0
10,41.666666666666664,569.0,259.5
10,41.666666666666664,468.3999938964844,191.0
10,41.666666666666664,547.0,167.31817626953125
10,41.666666666666664,653.5,108.0
10,41.666666666666664,612.5,67.5
10,41.666666666666664,559.1511840820312,9.5
11,45.83333333333333,499.9473571777344,611.9473876953125
11,45.83333333333333,501.5,530.423095703125
11,45.83333333333333,566.5,425.0
11,45.83333333333333,459.5,393.5
11,45.83333333333333,651.5,377.0
11,45.83333333333333,647.0,268.5
11,45.83333333333333,469.870361328125,202.38888549804688
11,45.83333333333333,604.5,424.0
11,45.83333333333333,647.0,142.0
11,45.83333333333333,678.0,40.5
11,45.83333333333333,611.5,72.5
11,45.83333333333333,559.2982177734375,18.056053161621094
12,49.99999999999999,590.5,675.0
12,49.99999999999999,501.5,633.5
12,49.99999999999999,499.5,549.5
12,49.99999999999999,637.2369995117188,499.2922058105469
12,49.99999999999999,565.5,445.5
12,49.99999999999999,460.0,392.0
12,49.99999999999999,651.0,378.0
12,49.99999999999999,625.2706298828125,470.07818603515625
12,49.99999999999999,645.1666870117188,270.1666564941406
12,49.99999999999999,543.0,258.5
12,49.99999999999999,473.0,227.0
12,49.99999999999999,551.0,202.0
12,49.99999999999999,593.5,276.5
12,49.99999999999999,630.5,140.0
12,49.99999999999999,649.0,157.0
12,49.99999999999999,678.0,56.5
12,49.99999999999999,615.5,88.5
12,49.99999999999999,615.5,1.0
12,49.99999999999999,560.7579345703125,24.623918533325195
13,54.16666666666666,584.3771362304688,688.1786499023438
13,54.16666666666666,501.4000549316406,655.6447143554688
13,54.16666666666666,499.04876708984375,569.6097412109375
13,54.16666666666666,639.5,516.5
13,54.16666666666666,564.0,465.0
13,54.16666666666666,459.5,456.5
13,54.16666666666666,601.5,536.0
13,54.16666666666666,460.5,393.0
13,54.16666666666666,650.0,380.5
13,54.16666666666666,551.0,367.5
13,54.16666666666666,652.5,357.0
13,54.16666666666666,637.4293212890625,281.5108642578125
13,54.16666666666666,646.632080078125,268.5943298339844
13,54.16666666666666,468.95281982421875,241.44338989257812
13,54.16666666666666,595.0,265.0
13,54.16666666666666,632.7095947265625,149.9148406982422
13,54.16666666666666,655.955078125,176.13473510742188
13,54.16666666666666,678.5,63.5
13,54.16666666666666,604.79931640625,117.90135955810547
13,54.16666666666666,615.1285400390625,5.833782196044922
13,54.16666666666666,559.5210571289062,27.85087776184082
14,58.33333333333332,501.42071533203125,677.9884643554688
14,58.33333333333332,498.0,590.5
14,58.33333333333332,638.0,536.0
14,58.33333333333332,562.5,485.0
14,58.33333333333332,460.5,456.5
14,58.33333333333332,640.227294921875,433.5
14,58.33333333333332,581.0,527.0
14,58.33333333333332,629.5,365.5
14,58.33333333333332,672.0,349.5
14,58.33333333333332,653.759033203125,288.3614501953125
14,58.33333333333332,631.6139526367188,283.4002990722656
14,58.33333333333332,470.75,258.0
14,58.33333333333332,593.5,282.0
14,58.33333333333332,653.8663330078125,221.587158203125
14,58.33333333333332,648.5,144.5
14,58.33333333333332,682.5,77.5
14,58.33333333333332,560.0,35.5
14,58.33333333333332,600.5,125.0
14,58.33333333333332,613.1395874023438,13.007614135742188
15,62.499999999999986,507.0,691.6738891601562
15,62.499999999999986,594.0,664.0
15,62.499999999999986,535.5,614.5
15,62.499999999999986,498.5,611.0
15,62.499999999999986,633.400390625,557.435546875
15,62.499999999999986,560.8076782226562,503.8846130371094
15,62.499999999999986,459.5,457.0
15,62.499999999999986,640.0,436.0
15,62.499999999999986,544.0,410.5
15,62.499999999999986,655.5,371.0
15,62.499999999999986,601.0,491.5
15,62.499999999999986,689.1925048828125,365.9568176269531
15,62.499999999999986,671.5,330.5
15,62.499999999999986,572.5,342.0
15,62.499999999999986,470.21429443359375,273.5
15,62.499999999999986,596.9312744140625,266.4805603027344
15,62.499999999999986,627.5,175.5
15,62.499999999999986,649.5,208.0
15,62.499999999999986,685.5,87.0
15,62.499999999999986,539.153564453125,61.539371490478516
15,62.499999999999986,573.4323120117188,44.7292594909668
15,62.499999999999986,599.0,130.5
15,62.499999999999986,611.224365234375,21.08930206298828
16,66.66666666666666,592.0,679.352294921875
16,66.66666666666666,533.0,637.0
16,66.66666666666666,498.0,631.0694580078125
16,66.66666666666666,631.7449340820312,578.9675903320312
16,66.66666666666666,557.810791015625,525.5675659179688
16,66.66666666666666,597.7385864257812,573.5227661132812
16,66.66666666666666,593.5,485.5
16,66.66666666666666,459.5,457.5
16,66.66666666666666,639.0,439.0
16,66.66666666666666,591.5661010742188,437.0437927246094
16,66.66666666666666,515.5,424.5
16,66.66666666666666,554.3433227539062,423.7381286621094
16,66.66666666666666,619.7320556640625,401.259765625
16,66.66666666666666,659.0,387.0
16,66.66666666666666,690.0,381.98529052734375
16,66.66666666666666,667.0,334.0
16,66.66666666666666,628.3475341796875,327.81707763671875
16,66.66666666666666,476.0,290.3648681640625
16,66.66666666666666,591.0,307.5
16,66.66666666666666,628.5,188.4130401611328
16,66.66666666666666,645.5,217.0
16,66.66666666666666,677.5,99.5
16,66.66666666666666,539.0,75.0
16,66.66666666666666,577.7109985351562,56.19724655151367
16,66.66666666666666,603.5,138.5
16,66.66666666666666,614.5,28.5
17,70.83333333333333,593.0,695.4444580078125
17,70.83333333333333,532.0,660.5
17,70.83333333333333,498.0,653.0
17,70.83333333333333,578.6480102539062,630.1965942382812
17,70.83333333333333,634.7197265625,597.2066650390625
17,70.83333333333333,558.0882568359375,546.3235473632812
17,70.83333333333333,615.5,556.5
17,70.83333333333333,596.5,499.0
17,70.83333333333333,464.5,465.5
17,70.83333333333333,555.0,444.0
17,70.83333333333333,623.037353515625,422.9020690917969
17,70.83333333333333,690.6738891601562,403.33477783203125
17,70.83333333333333,657.0,401.5
17,70.83333333333333,666.5,333.5
17,70.83333333333333,630.38134765625,336.7627258300781
17,70.83333333333333,477.0,309.0
17,70.83333333333333,590.0,325.5
17,70.83333333333333,658.5,270.0
17,70.83333333333333,669.5,185.7181854248047
17,70.83333333333333,629.0,195.0
17,70.83333333333333,537.0,88.0
17,70.83333333333333,600.0,163.5
17,70.83333333333333,579.0,67.0
17,70.83333333333333,645.0,12.621212005615234
17,70.83333333333333,615.0,34.5
17,70.83333333333333,594.0,5.9285712242126465
18,75.0,530.0,683.5
18,75.0,496.5,675.0
18,75.0,577.1470336914062,653.6344604492188
18,75.0,632.2921142578125,620.2957153320312
18,75.0,556.0,567.0
18,75.0,615.0,578.0
18,75.0,560.5101928710938,501.63116455078125
18,75.0,623.0,441.0
18,75.0,692.6438598632812,422.1906433105469
18,75.0,658.7944946289062,424.3835754394531
18,75.0,650.8119506835938,377.2522888183594
18,75.0,524.91162109375,365.4226379394531
18,75.0,667.5,333.5
18,75.0,477.7443542480469,324.53826904296875
18,75.0,588.5,342.5
18,75.0,546.5,283.5
18,75.0,653.5,299.0
18,75.0,629.0767211914062,236.07925415039062
18,75.0,667.09326171875,199.6287384033203
18,75.0,536.5,101.5
18,75.0,613.5,151.0
18,75.0,554.5,55.5
18,75.0,578.5,77.81343078613281
18,75.0,554.7692260742188,25.788461685180664
18,75.0,633.0,40.0
18,75.0,590.9693603515625,13.059184074401855
19,79.16666666666667,496.0,692.26318359375
19,79.16666666666667,579.53076171875,672.8076782226562
19,79.16666666666667,634.5543823242188,640.8040161132812
19,79.16666666666667,596.0,610.5
19,79.16666666666667,554.5,589.5
19,79.16666666666667,625.8991088867188,582.2568969726562
19,79.16666666666667,593.8529663085938,552.558837890625
19,79.16666666666667,579.5843505859375,490.8975830078125
19,79.16666666666667,541.3461303710938,476.1153869628906
19,79.16666666666667,659.0,448.0
19,79.16666666666667,623.5,458.0
19,79.16666666666667,693.5484619140625,440.8876647949219
19,79.16666666666667,567.7103881835938,413.6062927246094
19,79.16666666666667,532.4589233398438,378.8287658691406
19,79.16666666666667,651.0,377.5
19,79.16666666666667,509.6294250488281,365.42352294921875
19,79.16666666666667,475.3876953125,345.2029724121094
19,79.16666666666667,590.5,334.0
19,79.16666666666667,546.0,298.4444580078125
19,79.16666666666667,632.052734375,289.4789123535156
19,79.16666666666667,673.4375,214.625
19,79.16666666666667,536.5,116.0
19,79.16666666666667,576.5,91.5
19,79.16666666666667,553.5,66.0
19,79.16666666666667,553.9140625,36.6015625
19,79.16666666666667,611.5,136.5
19,79.16666666666667,613.0,45.5
19,79.16666666666667,591.7503662109375,20.494003295898438
19,79.16666666666667,547.3200073242188,5.0
20,83.33333333333334,601.0,685.27587890625
20,83.33333333333334,635.0,667.4634399414062
20,83.33333333333334,596.0,635.0
20,83.33333333333334,552.1153564453125,611.2692260742188
20,83.33333333333334,627.1277465820312,601.783935546875
20,83.33333333333334,593.5,574.0
20,83.33333333333334,564.0,503.0
20,83.33333333333334,658.0,469.5
20,83.33333333333334,618.0,481.5
20,83.33333333333334,695.0467529296875,460.5607604980469
20,83.33333333333334,572.0,432.5
20,83.33333333333334,529.0,400.0
20,83.33333333333334,651.5652465820312,383.65216064453125
20,83.33333333333334,483.65093994140625,366.5
20,83.33333333333334,594.5452880859375,354.5348205566406
20,83.33333333333334,547.0,313.0
20,83.33333333333334,654.5,322.5
20,83.33333333333334,632.5,266.5
20,83.33333333333334,671.5,222.0
20,83.33333333333334,580.5,216.0
20,83.33333333333334,535.0,130.5
20,83.33333333333334,651.0,133.5
20,83.33333333333334,575.2167358398438,102.96175384521484
20,83.33333333333334,550.5,78.0
20,83.33333333333334,556.17041015625,46.79608917236328
20,83.33333333333334,645.0,43.5
20,83.33333333333334,615.0,56.5
20,83.33333333333334,590.0,30.0
20,83.33333333333334,546.113037109375,7.765217304229736
21,87.50000000000001,634.5,685.22412109375
21,87.50000000000001,595.0,657.5
21,87.50000000000001,626.5,624.5
21,87.50000000000001,600.5,590.0
21,87.50000000000001,537.5,520.0
21,87.50000000000001,573.0,513.5
21,87.50000000000001,659.0,490.5
21,87.50000000000001,620.0,502.0
21,87.50000000000001,695.2999877929688,478.3500061035156
21,87.50000000000001,562.5,449.5
21,87.50000000000001,505.0,394.5
21,87.50000000000001,603.5,372.5
21,87.50000000000001,545.5,329.0
21,87.50000000000001,653.0721435546875,337.355712890625
21,87.50000000000001,626.0,278.0
21,87.50000000000001,669.4801025390625,244.434814453125
21,87.50000000000001,589.5,239.0
21,87.50000000000001,536.0,147.5
21,87.50000000000001,581.0,123.5
21,87.50000000000001,650.5,150.5
21,87.50000000000001,558.7551879882812,88.4862060546875
21,87.50000000000001,556.0,59.0
21,87.50000000000001,609.6239013671875,62.55980682373047
21,87.50000000000001,636.5,3.125
21,87.50000000000001,544.5,15.0
22,91.66666666666669,587.0,684.5
22,91.66666666666669,626.4615478515625,647.6346435546875
22,91.66666666666669,594.0,619.5
22,91.66666666666669,604.5,570.5
22,91.66666666666669,534.8631591796875,545.14453125
22,91.66666666666669,583.0,519.5
22,91.66666666666669,614.5,528.0
22,91.66666666666669,660.5,508.5
22,91.66666666666669,696.169921875,498.2330017089844
22,91.66666666666669,642.3408203125,429.8079528808594
22,91.66666666666669,486.5,384.5
22,91.66666666666669,517.5,430.0
22,91.66666666666669,595.5,392.5
22,91.66666666666669,547.1844482421875,346.0777893066406
22,91.66666666666669,653.0,358.5
22,91.66666666666669,655.0,287.0
22,91.66666666666669,586.2978515625,250.10638427734375
22,91.66666666666669,534.5,161.5
22,91.66666666666669,580.0946044921875,137.0067596435547
22,91.66666666666669,654.0,168.0
22,91.66666666666669,556.25341796875,99.70548248291016
22,91.66666666666669,556.3700561523438,69.2796630859375
22,91.66666666666669,611.8073120117188,76.73426055908203
22,91.66666666666669,547.5,21.5
22,91.66666666666669,639.215087890625,9.90243911743164
23,95.83333333333336,628.5,670.0
23,95.83333333333336,595.0,642.0
23,95.83333333333336,535.0045166015625,560.413330078125
23,95.83333333333336,661.0,531.0
23,95.83333333333336,614.0,546.5
23,95.83333333333336,697.7305297851562,519.6065063476562
23,95.83333333333336,560.5,495.5
23,95.83333333333336,582.5,472.5
23,95.83333333333336,495.0,430.5
23,95.83333333333336,697.9476318359375,354.8809509277344
23,95.83333333333336,547.375,362.4886474609375
23,95.83333333333336,628.0,389.5
23,95.83333333333336,658.0,307.0
23,95.83333333333336,586.5,262.5
23,95.83333333333336,530.5,174.5
23,95.83333333333336,583.5,151.5
23,95.83333333333336,650.5,181.0
23,95.83333333333336,554.5,112.14705657958984
23,95.83333333333336,556.81787109375,80.91059875488281
23,95.83333333333336,609.7230834960938,88.12549591064453
23,95.83333333333336,548.5,31.0
23,95.83333333333336,639.5,16.472972869873047
23,95.83333333333336,581.5,6.888888835906982
24,100.00000000000003,633.5,687.3846435546875
24,100.00000000000003,596.0,664.5
24,100.00000000000003,535.4918212890625,582.1188354492188
24,100.00000000000003,661.0,554.0
24,100.00000000000003,620.1987915039062,560.6084594726562
24,100.00000000000003,697.6738891601562,541.5
24,100.00000000000003,538.0,487.0
24,100.00000000000003,494.5,453.09014892578125
24,100.00000000000003,694.0,378.0
24,100.00000000000003,547.9594116210938,380.2510986328125
24,100.00000000000003,612.5,446.0
24,100.00000000000003,637.0,342.5
24,100.00000000000003,638.1238403320312,282.1330261230469
24,100.00000000000003,671.4590454101562,296.2336120605469
24,100.00000000000003,648.25,265.9166564941406
24,100.00000000000003,530.5,191.0
24,100.00000000000003,627.0,246.0
24,100.00000000000003,588.5,165.3947296142578
24,100.00000000000003,551.0263061523438,125.81578826904297
24,100.00000000000003,556.3606567382812,91.96439361572266
24,100.00000000000003,623.0,103.0
24,100.00000000000003,547.0,42.5
24,100.00000000000003,641.0,24.323530197143555
24,100.00000000000003,592.0,14.5
25,104.1666666666667,594.5,688.3636474609375
25,104.1666666666667,533.0,606.0
25,104.1666666666667,660.9130249023438,574.7391357421875
25,104.1666666666667,620.2188720703125,581.8131713867188
25,104.1666666666667,695.4850463867188,563.619384765625
25,104.1666666666667,556.0,539.5
25,104.1666666666667,541.8068237304688,513.3863525390625
25,104.1666666666667,489.5,461.5
25,104.1666666666667,547.9585571289062,398.38861083984375
25,104.1666666666667,630.5,449.5
25,104.1666666666667,635.1680297851562,355.172119140625
25,104.1666666666667,676.2445068359375,317.3467102050781
25,104.1666666666667,654.2657470703125,288.5489501953125
25,104.1666666666667,634.5192260742188,282.3653869628906
25,104.1666666666667,550.5172119140625,263.9137878417969
25,104.1666666666667,597.5,304.5
25,104.1666666666667,494.6463928222656,207.84539794921875
25,104.1666666666667,523.291259765625,206.20364379882812
25,104.1666666666667,650.560791015625,218.44357299804688
25,104.1666666666667,554.5,123.0
25,104.1666666666667,605.0086669921875,135.2121124267578
25,104.1666666666667,547.0,53.0
25,104.1666666666667,646.9599609375,35.85905075073242
25,104.1666666666667,594.0,19.821428298950195
26,108.33333333333337,527.7842407226562,627.3629150390625
26,108.33333333333337,661.3846435546875,598.0
26,108.33333333333337,620.0,602.8181762695312
26,108.33333333333337,694.3159790039062,584.048583984375
26,108.33333333333337,555.5,561.0
26,108.33333333333337,540.2935791015625,515.4495239257812
26,108.33333333333337,506.0,495.4347839355469
26,108.33333333333337,486.9261474609375,467.6905212402344
26,108.33333333333337,589.0,465.5
26,108.33333333333337,578.5,409.0
26,108.33333333333337,548.638427734375,417.32513427734375
26,108.33333333333337,665.1973876953125,436.6669616699219
26,108.33333333333337,638.5,371.5
26,108.33333333333337,677.0471801757812,335.766845703125
26,108.33333333333337,558.739990234375,276.739990234375
26,108.33333333333337,549.0,277.0
26,108.33333333333337,609.0,247.0
26,108.33333333333337,517.5927734375,225.83465576171875
26,108.33333333333337,615.5,267.5
26,108.33333333333337,553.5,135.5
26,108.33333333333337,602.4934692382812,144.83770751953125
26,108.33333333333337,547.5,62.5
26,108.33333333333337,651.0,42.5
26,108.33333333333337,592.5,25.5
27,112.50000000000004,530.772705078125,645.4091186523438
27,112.50000000000004,665.0,619.5
27,112.50000000000004,623.0,627.0
27,112.50000000000004,696.0,606.0
27,112.50000000000004,554.0,579.5
27,112.50000000000004,474.1985778808594,484.37322998046875
27,112.50000000000004,601.5,478.5
27,112.50000000000004,578.5,428.9285583496094
27,112.50000000000004,548.3087768554688,435.59405517578125
27,112.50000000000004,638.5,434.5
27,112.50000000000004,675.0276489257812,350.73516845703125
27,112.50000000000004,592.0,319.0
27,112.50000000000004,517.1350708007812,241.87742614746094
27,112.50000000000004,668.7665405273438,244.4338836669922
27,112.50000000000004,551.0631103515625,148.74757385253906
27,112.50000000000004,598.39599609375,153.6932373046875
27,112.50000000000004,548.5,74.5
27,112.50000000000004,647.0,51.5
27,112.50000000000004,590.5,31.83333396911621
28,116.66666666666671,528.2576904296875,666.0765991210938
28,116.66666666666671,665.5,642.5
28,116.66666666666671,619.85400390625,647.0402221679688
28,116.66666666666671,697.0,627.5
28,116.66666666666671,550.0,606.593017578125
28,116.66666666666671,601.5,505.5
28,116.66666666666671,547.5619506835938,455.2920227050781
28,116.66666666666671,579.0,447.5
28,116.66666666666671,659.5,473.5
28,116.66666666666671,633.5,420.0
28,116.66666666666671,677.8377685546875,366.9383544921875
28,116.66666666666671,671.0,330.5
28,116.66666666666671,590.5,353.5
28,116.66666666666671,461.0625,291.0
28,116.66666666666671,609.0,280.5
28,116.66666666666671,517.584716796875,251.2881317138672
28,116.66666666666671,545.0,162.5
28,116.66666666666671,617.0,208.0
28,116.66666666666671,546.2916870117188,86.0
28,116.66666666666671,654.0,67.0
28,116.66666666666671,585.0,42.90909194946289
29,120.83333333333339,529.5,685.8928833007812
29,120.83333333333339,666.0,665.9318237304688
29,120.83333333333339,621.0,669.5
29,120.83333333333339,549.5,628.5
29,120.83333333333339,599.5,523.0
29,120.83333333333339,548.375,474.875
29,120.83333333333339,579.0,467.5
29,120.83333333333339,657.5,496.5
29,120.83333333333339,636.5,431.0
29,120.83333333333339,670.1505126953125,394.3563232421875
29,120.83333333333339,599.1853637695312,371.6453552246094
29,120.83333333333339,518.400634765625,268.46307373046875
29,120.83333333333339,544.0,177.5
29,120.83333333333339,622.610595703125,226.26370239257812
29,120.83333333333339,546.9400024414062,99.22000122070312
29,120.83333333333339,660.5,76.5
29,120.83333333333339,646.625,2.625
29,120.83333333333339,580.5,52.0
30,125.00000000000006,666.0,689.0
30,125.00000000000006,622.5,688.7692260742188
30,125.00000000000006,548.0,652.0
30,125.00000000000006,547.5,494.5
30,125.00000000000006,659.0,513.0
30,125.00000000000006,589.5,528.5
30,125.00000000000006,529.5,442.0
30,125.00000000000006,636.0,450.5
30,125.00000000000006,670.6264038085938,414.5111389160156
30,125.00000000000006,651.5,377.5
30,125.00000000000006,594.233642578125,387.4400634765625
30,125.00000000000006,468.04998779296875,323.04998779296875
30,125.00000000000006,516.259765625,285.0672912597656
30,125.00000000000006,544.0,193.0
30,125.00000000000006,618.831298828125,240.10867309570312
30,125.00000000000006,547.0,110.5
30,125.00000000000006,658.5,87.0
30,125.00000000000006,653.0939331054688,7.90331506729126
30,125.00000000000006,589.5,55.5
31,129.1666666666667,545.0,674.0
31,129.1666666666667,547.0,512.5
31,129.1666666666667,658.5,535.0
31,129.1666666666667,591.5,544.0
31,129.1666666666667,640.0,471.5
31,129.1666666666667,676.0,433.5
31,129.1666666666667,593.4944458007812,409.2639465332031
31,129.1666666666667,572.5900268554688,368.2914733886719
31,129.1666666666667,500.0,308.0
31,129.1666666666667,590.0,268.0
31,129.1666666666667,543.5,208.5
31,129.1666666666667,631.1289672851562,263.4186096191406
31,129.1666666666667,549.1734619140625,120.41836547851562
31,129.1666666666667,657.5,102.0
31,129.1666666666667,653.5,14.5
31,129.1666666666667,593.677001953125,58.2072868347168
32,133.33333333333337,544.0,689.8095092773438
32,133.33333333333337,657.9596557617188,557.4317016601562
32,133.33333333333337,548.0,532.0
32,133.33333333333337,592.0,565.5
32,133.33333333333337,637.0,494.3125
32,133.33333333333337,677.0,462.5
32,133.33333333333337,596.5,423.0
32,133.33333333333337,464.9468078613281,365.1595764160156
32,133.33333333333337,504.90789794921875,319.90789794921875
32,133.33333333333337,586.5,284.5
32,133.33333333333337,541.5,227.5
32,133.33333333333337,552.5,132.05319213867188
32,133.33333333333337,652.0,240.0
32,133.33333333333337,653.3181762695312,23.35454559326172
32,133.33333333333337,591.3092041015625,64.26746368408203
33,137.50000000000003,659.0,579.5
33,137.50000000000003,547.941162109375,551.0
33,137.50000000000003,595.0,587.0
33,137.50000000000003,640.0,513.5
33,137.50000000000003,680.098876953125,475.8954772949219
33,137.50000000000003,590.879638671875,444.33758544921875
33,137.50000000000003,465.7262878417969,386.8211669921875
33,137.50000000000003,510.8211975097656,342.7398376464844
33,137.50000000000003,588.5,301.0
33,137.50000000000003,538.5,241.5
33,137.50000000000003,551.5296020507812,144.69778442382812
33,137.50000000000003,619.5,221.0
33,137.50000000000003,654.781005859375,33.078514099121094
33,137.50000000000003,590.0,7.0
34,141.66666666666669,660.0,602.5
34,141.66666666666669,594.0,610.5
34,141.66666666666669,547.0,571.0
34,141.66666666666669,640.0613403320312,537.7177734375
34,141.66666666666669,678.8037109375,491.4183349609375
34,141.66666666666669,596.0933837890625,457.8132629394531
34,141.66666666666669,471.125,397.0416564941406
34,141.66666666666669,652.0,403.0
34,141.66666666666669,511.5510559082031,363.2818603515625
34,141.66666666666669,585.0,317.4245300292969
34,141.66666666666669,539.0,258.5
34,141.66666666666669,555.5454711914062,158.59091186523438
34,141.66666666666669,644.0,206.0
34,141.66666666666669,654.5,42.0
34,141.66666666666669,631.9429321289062,3.211409330368042
34,141.66666666666669,590.0,14.0
35,145.83333333333334,658.5,624.5
35,145.83333333333334,595.0,633.0
35,145.83333333333334,547.5,591.0
35,145.83333333333334,636.6592407226562,558.81005859375
35,145.83333333333334,680.5,509.0
35,145.83333333333334,459.5,455.5
35,145.83333333333334,592.5,481.5
35,145.83333333333334,656.0,414.5
35,145.83333333333334,504.0,385.5
35,145.83333333333334,586.0,333.5686340332031
35,145.83333333333334,537.0,275.0
35,145.83333333333334,649.5,293.5
35,145.83333333333334,555.6569213867188,172.908447265625
35,145.83333333333334,620.5,125.0
35,145.83333333333334,655.5,52.5
35,145.83333333333334,633.8456420898438,10.020133972167969
35,145.83333333333334,595.0,19.095237731933594
36,150.0,658.7666625976562,646.5
36,150.0,599.0,649.5
36,150.0,547.7142944335938,611.4285888671875
36,150.0,636.9091186523438,579.772705078125
36,150.0,682.2857055664062,531.8571166992188
36,150.0,592.6609497070312,507.7602844238281
36,150.0,659.5,432.5
36,150.0,495.0,414.5
36,150.0,587.0,350.5
36,150.0,534.0,293.0
36,150.0,657.5,300.0
36,150.0,548.1783447265625,186.13955688476562
36,150.0,622.583984375,140.77906799316406
36,150.0,656.4276123046875,62.144737243652344
36,150.0,635.6866455078125,16.820423126220703
36,150.0,594.8955078125,26.71458625793457
37,154.16666666666666,661.0,665.7642822265625
37,154.16666666666666,598.5,661.0
